    -2.01493    0.0804244    0.0951537    0.0321561    0.0571083   -0.0997235    -0.060879 
    -1.96517    0.0813368    0.0941716    0.0276948    0.0621066   -0.0996017   -0.0532121 
    -1.91542    0.0822294    0.0930976    0.0231727    0.0668622   -0.0988719   -0.0450775 
    -1.86567    0.0831019    0.0919325    0.0185996    0.0713565   -0.0975386   -0.0365468 
    -1.81592    0.0839541    0.0906777    0.0139856    0.0755721   -0.0956099   -0.0276948 
    -1.76617    0.0847858    0.0893342   0.00934083    0.0794923   -0.0930976   -0.0185996 
    -1.71642    0.0855968    0.0879035   0.00467555    0.0831019   -0.0900169  -0.00934083 
    -1.66667    0.0863868    0.0863868  4.40469e-15    0.0863868   -0.0863868 -3.62396e-14 
    -1.61692    0.0871558    0.0847858  -0.00467555    0.0893342   -0.0822294   0.00934083 
    -1.56716    0.0879035    0.0831019  -0.00934083    0.0919325   -0.0775701    0.0185996 
    -1.51741    0.0886297    0.0813368   -0.0139856    0.0941716   -0.0724372    0.0276948 
    -1.46766    0.0893342    0.0794923   -0.0185996    0.0960427   -0.0668622    0.0365468 
    -1.41791    0.0900169    0.0775701   -0.0231727    0.0975386    -0.060879    0.0450775 
    -1.36816    0.0906777    0.0755721   -0.0276948    0.0986533   -0.0545242    0.0532121 
    -1.31841    0.0913163    0.0735002   -0.0321561    0.0993826   -0.0478366     0.060879 
    -1.26866    0.0919325    0.0713565   -0.0365468    0.0997235    -0.040857     0.068011 
    -1.21891    0.0925263    0.0691431    -0.040857    0.0996748    -0.033628    0.0745452 
    -1.16915    0.0930976    0.0668622   -0.0450775    0.0992366   -0.0261937    0.0804244 
     -1.1194     0.093646    0.0645159   -0.0491988    0.0984106   -0.0185996    0.0855968 
    -1.06965    0.0941716    0.0621066   -0.0532121    0.0972002   -0.0108919    0.0900169 
     -1.0199    0.0946742    0.0596366   -0.0571083    0.0956099  -0.00311767     0.093646 
   -0.970149    0.0951537    0.0571083    -0.060879     0.093646   0.00467555    0.0964521 
   -0.920398    0.0956099    0.0545242   -0.0645159    0.0913163    0.0124402    0.0984106 
   -0.870647    0.0960427    0.0518869    -0.068011    0.0886297     0.020129    0.0995043 
   -0.820896    0.0964521    0.0491988   -0.0713565    0.0855968    0.0276948    0.0997235 
   -0.771144     0.096838    0.0464627   -0.0745452    0.0822294    0.0350917    0.0990664 
   -0.721393    0.0972002    0.0436812   -0.0775701    0.0785408    0.0422743    0.0975386 
   -0.671642    0.0975386     0.040857   -0.0804244    0.0745452    0.0491988    0.0951537 
   -0.621891    0.0978532    0.0379929   -0.0831019    0.0702584    0.0558231    0.0919325 
   -0.572139    0.0981439    0.0350917   -0.0855968    0.0656971    0.0621066    0.0879035 
   -0.522388    0.0984106    0.0321561   -0.0879035     0.060879     0.068011    0.0831019 
   -0.472637    0.0986533    0.0291892   -0.0900169    0.0558231    0.0735002    0.0775701 
   -0.422886    0.0988719    0.0261937   -0.0919325     0.050549    0.0785408    0.0713565 
   -0.373134    0.0990664    0.0231727    -0.093646    0.0450775    0.0831019    0.0645159 
   -0.323383    0.0992366     0.020129   -0.0951537    0.0394298    0.0871558    0.0571083 
   -0.273632    0.0993826    0.0170656   -0.0964521     0.033628    0.0906777    0.0491988 
   -0.223881    0.0995043    0.0139856   -0.0975386    0.0276948     0.093646     0.040857 
   -0.174129    0.0996017    0.0108919   -0.0984106    0.0216535    0.0960427    0.0321561 
   -0.124378    0.0996748   0.00778751   -0.0990664    0.0155275    0.0978532    0.0231727 
  -0.0746269    0.0997235   0.00467555   -0.0995043   0.00934083    0.0990664    0.0139856 
  -0.0248756    0.0997479   0.00155903   -0.0997235   0.00311767    0.0996748   0.00467555 
   0.0248756    0.0997479  -0.00155903   -0.0997235  -0.00311767    0.0996748  -0.00467555 
   0.0746269    0.0997235  -0.00467555   -0.0995043  -0.00934083    0.0990664   -0.0139856 
    0.124378    0.0996748  -0.00778751   -0.0990664   -0.0155275    0.0978532   -0.0231727 
    0.174129    0.0996017   -0.0108919   -0.0984106   -0.0216535    0.0960427   -0.0321561 
    0.223881    0.0995043   -0.0139856   -0.0975386   -0.0276948     0.093646    -0.040857 
    0.273632    0.0993826   -0.0170656   -0.0964521    -0.033628    0.0906777   -0.0491988 
    0.323383    0.0992366    -0.020129   -0.0951537   -0.0394298    0.0871558   -0.0571083 
    0.373134    0.0990664   -0.0231727    -0.093646   -0.0450775    0.0831019   -0.0645159 
    0.422886    0.0988719   -0.0261937   -0.0919325    -0.050549    0.0785408   -0.0713565 
    0.472637    0.0986533   -0.0291892   -0.0900169   -0.0558231    0.0735002   -0.0775701 
    0.522388    0.0984106   -0.0321561   -0.0879035    -0.060879     0.068011   -0.0831019 
    0.572139    0.0981439   -0.0350917   -0.0855968   -0.0656971    0.0621066   -0.0879035 
    0.621891    0.0978532   -0.0379929   -0.0831019   -0.0702584    0.0558231   -0.0919325 
    0.671642    0.0975386    -0.040857   -0.0804244   -0.0745452    0.0491988   -0.0951537 
    0.721393    0.0972002   -0.0436812   -0.0775701   -0.0785408    0.0422743   -0.0975386 
    0.771144     0.096838   -0.0464627   -0.0745452   -0.0822294    0.0350917   -0.0990664 
    0.820896    0.0964521   -0.0491988   -0.0713565   -0.0855968    0.0276948   -0.0997235 
    0.870647    0.0960427   -0.0518869    -0.068011   -0.0886297     0.020129   -0.0995043 
    0.920398    0.0956099   -0.0545242   -0.0645159   -0.0913163    0.0124402   -0.0984106 
    0.970149    0.0951537   -0.0571083    -0.060879    -0.093646   0.00467555   -0.0964521 
      1.0199    0.0946742   -0.0596366   -0.0571083   -0.0956099  -0.00311767    -0.093646 
     1.06965    0.0941716   -0.0621066   -0.0532121   -0.0972002   -0.0108919   -0.0900169 
      1.1194     0.093646   -0.0645159   -0.0491988   -0.0984106   -0.0185996   -0.0855968 
     1.16915    0.0930976   -0.0668622   -0.0450775   -0.0992366   -0.0261937   -0.0804244 
     1.21891    0.0925263   -0.0691431    -0.040857   -0.0996748    -0.033628   -0.0745452 
     1.26866    0.0919325   -0.0713565   -0.0365468   -0.0997235    -0.040857    -0.068011 
     1.31841    0.0913163   -0.0735002   -0.0321561   -0.0993826   -0.0478366    -0.060879 
     1.36816    0.0906777   -0.0755721   -0.0276948   -0.0986533   -0.0545242   -0.0532121 
     1.41791    0.0900169   -0.0775701   -0.0231727   -0.0975386    -0.060879   -0.0450775 
     1.46766    0.0893342   -0.0794923   -0.0185996   -0.0960427   -0.0668622   -0.0365468 
     1.51741    0.0886297   -0.0813368   -0.0139856   -0.0941716   -0.0724372   -0.0276948 
     1.56716    0.0879035   -0.0831019  -0.00934083   -0.0919325   -0.0775701   -0.0185996 
     1.61692    0.0871558   -0.0847858  -0.00467555   -0.0893342   -0.0822294  -0.00934083 
     1.66667    0.0863868   -0.0863868   1.0187e-14   -0.0863868   -0.0863868 -2.08841e-14 
     1.71642    0.0855968   -0.0879035   0.00467555   -0.0831019   -0.0900169   0.00934083 
     1.76617    0.0847858   -0.0893342   0.00934083   -0.0794923   -0.0930976    0.0185996 
     1.81592    0.0839541   -0.0906777    0.0139856   -0.0755721   -0.0956099    0.0276948 
     1.86567    0.0831019   -0.0919325    0.0185996   -0.0713565   -0.0975386    0.0365468 
     1.91542    0.0822294   -0.0930976    0.0231727   -0.0668622   -0.0988719    0.0450775 
     1.96517    0.0813368   -0.0941716    0.0276948   -0.0621066   -0.0996017    0.0532121 
     2.01493    0.0804244   -0.0951537    0.0321561   -0.0571083   -0.0997235     0.060879 
     2.06468    0.0794923   -0.0960427    0.0365468   -0.0518869   -0.0992366     0.068011 
     2.11443    0.0785408    -0.096838     0.040857   -0.0464627   -0.0981439    0.0745452 
     2.16418    0.0775701   -0.0975386    0.0450775    -0.040857   -0.0964521    0.0804244 
     2.21393    0.0765804   -0.0981439    0.0491988   -0.0350917   -0.0941716    0.0855968 
     2.26368    0.0755721   -0.0986533    0.0532121   -0.0291892   -0.0913163    0.0900169 
     2.31343    0.0745452   -0.0990664    0.0571083   -0.0231727   -0.0879035     0.093646 
     2.36318    0.0735002   -0.0993826     0.060879   -0.0170656   -0.0839541    0.0964521 
     2.41294    0.0724372   -0.0996017    0.0645159   -0.0108919   -0.0794923    0.0984106 
     2.46269    0.0713565   -0.0997235     0.068011  -0.00467555   -0.0745452    0.0995043 
     2.51244    0.0702584   -0.0997479    0.0713565   0.00155903   -0.0691431    0.0997235 
     2.56219    0.0691431   -0.0996748    0.0745452   0.00778751    -0.063319    0.0990664 
     2.61194     0.068011   -0.0995043    0.0775701    0.0139856   -0.0571083    0.0975386 
     2.66169    0.0668622   -0.0992366    0.0804244     0.020129    -0.050549    0.0951537 
     2.71144    0.0656971   -0.0988719    0.0831019    0.0261937   -0.0436812    0.0919325 
     2.76119    0.0645159   -0.0984106    0.0855968    0.0321561   -0.0365468    0.0879035 
     2.81095     0.063319   -0.0978532    0.0879035    0.0379929   -0.0291892    0.0831019 
      2.8607    0.0621066   -0.0972002    0.0900169    0.0436812   -0.0216535    0.0775701 
     2.91045     0.060879   -0.0964521    0.0919325    0.0491988   -0.0139856    0.0713565 
      2.9602    0.0596366   -0.0956099     0.093646    0.0545242  -0.00623229    0.0645159 
     3.00995    0.0583796   -0.0946742    0.0951537    0.0596366   0.00155903    0.0571083 
      3.0597    0.0571083    -0.093646    0.0964521    0.0645159   0.00934083    0.0491988 
     3.10945    0.0558231   -0.0925263    0.0975386    0.0691431    0.0170656     0.040857 
      3.1592    0.0545242   -0.0913163    0.0984106    0.0735002    0.0246862    0.0321561 
     3.20896    0.0532121   -0.0900169    0.0990664    0.0775701    0.0321561    0.0231727 
     3.25871    0.0518869   -0.0886297    0.0995043    0.0813368    0.0394298    0.0139856 
     3.30846     0.050549   -0.0871558    0.0997235    0.0847858    0.0464627   0.00467555 
     3.35821    0.0491988   -0.0855968    0.0997235    0.0879035    0.0532121  -0.00467555 
     3.40796    0.0478366   -0.0839541    0.0995043    0.0906777    0.0596366   -0.0139856 
     3.45771    0.0464627   -0.0822294    0.0990664    0.0930976    0.0656971   -0.0231727 
     3.50746    0.0450775   -0.0804244    0.0984106    0.0951537    0.0713565   -0.0321561 
     3.55721    0.0436812   -0.0785408    0.0975386     0.096838    0.0765804    -0.040857 
     3.60697    0.0422743   -0.0765804    0.0964521    0.0981439    0.0813368   -0.0491988 
     3.65672     0.040857   -0.0745452    0.0951537    0.0990664    0.0855968   -0.0571083 
     3.70647    0.0394298   -0.0724372     0.093646    0.0996017    0.0893342   -0.0645159 
     3.75622    0.0379929   -0.0702584    0.0919325    0.0997479    0.0925263   -0.0713565 
     3.80597    0.0365468    -0.068011    0.0900169    0.0995043    0.0951537   -0.0775701 
     3.85572    0.0350917   -0.0656971    0.0879035    0.0988719    0.0972002   -0.0831019 
     3.90547     0.033628    -0.063319    0.0855968    0.0978532    0.0986533   -0.0879035 
     3.95522    0.0321561    -0.060879    0.0831019    0.0964521    0.0995043   -0.0919325 
     4.00498    0.0306764   -0.0583796    0.0804244    0.0946742    0.0997479   -0.0951537 
     4.05473    0.0291892   -0.0558231    0.0775701    0.0925263    0.0993826   -0.0975386 
     4.10448    0.0276948   -0.0532121    0.0745452    0.0900169    0.0984106   -0.0990664 
     4.15423    0.0261937    -0.050549    0.0713565    0.0871558     0.096838   -0.0997235 
     4.20398    0.0246862   -0.0478366     0.068011    0.0839541    0.0946742   -0.0995043 
     4.25373    0.0231727   -0.0450775    0.0645159    0.0804244    0.0919325   -0.0984106 
     4.30348    0.0216535   -0.0422743     0.060879    0.0765804    0.0886297   -0.0964521 
     4.35323     0.020129   -0.0394298    0.0571083    0.0724372    0.0847858    -0.093646 
     4.40299    0.0185996   -0.0365468    0.0532121     0.068011    0.0804244   -0.0900169 
     4.45274    0.0170656    -0.033628    0.0491988     0.063319    0.0755721   -0.0855968 
     4.50249    0.0155275   -0.0306764    0.0450775    0.0583796    0.0702584   -0.0804244 
     4.55224    0.0139856   -0.0276948     0.040857    0.0532121    0.0645159   -0.0745452 
     4.60199    0.0124402   -0.0246862    0.0365468    0.0478366    0.0583796    -0.068011 
     4.65174    0.0108919   -0.0216535    0.0321561    0.0422743    0.0518869    -0.060879 
     4.70149   0.00934083   -0.0185996    0.0276948    0.0365468    0.0450775   -0.0532121 
     4.75124   0.00778751   -0.0155275    0.0231727    0.0306764    0.0379929   -0.0450775 
       4.801   0.00623229   -0.0124402    0.0185996    0.0246862    0.0306764   -0.0365468 
     4.85075   0.00467555  -0.00934083    0.0139856    0.0185996    0.0231727   -0.0276948 
      4.9005   0.00311767  -0.00623229   0.00934083    0.0124402    0.0155275   -0.0185996 
     4.95025   0.00155903  -0.00311767   0.00467555   0.00623229   0.00778751  -0.00934083 
